image_path,ref_mask_path,gt_path,condition,condition_id,lat,lon,invalid_mask
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000028_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000028_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000028_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000028_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000056_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000056_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000056_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000056_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000076_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000076_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000076_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000076_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000084_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000084_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000084_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000084_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000094_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000094_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000094_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000094_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000102_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000102_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000102_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000102_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000127_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000127_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000127_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000127_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000137_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000137_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000137_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000137_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000152_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000152_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000152_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000152_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000180_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000180_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000180_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000180_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000241_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000241_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000241_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000241_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000251_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000251_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000251_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000251_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000259_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000259_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000259_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000259_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000284_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000284_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000284_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000284_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000311_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000311_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000311_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000311_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000351_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000351_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000351_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000351_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000362_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000362_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000362_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000362_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000382_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000382_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000382_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000382_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000394_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000394_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000394_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000394_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000416_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000416_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000416_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000416_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000429_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000429_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000429_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000429_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000456_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000456_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000456_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000456_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000469_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000469_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000469_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000469_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000481_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000481_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000481_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000481_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000508_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000508_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000508_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000508_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000523_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000523_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000523_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000523_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0476/GOPR0476_frame_000594_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000594_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000594_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0476/GOPR0476_frame_000594_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000010_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000010_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000010_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000010_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000025_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000025_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000025_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000025_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000053_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000053_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000053_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000053_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000062_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000062_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000062_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000062_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000075_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000075_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000075_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000075_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000087_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000087_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000087_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000087_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000099_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000099_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000099_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000099_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000107_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000107_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000107_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000107_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000214_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000214_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000214_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000214_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000223_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000223_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000223_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000223_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000231_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000231_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000231_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000231_gt_invIds.png
/home/rvl1421/Datasets/ACDC/rgb_anon/fog/train/GOPR0477/GOPR0477_frame_000255_rgb_anon.png,/home/rvl1421/Datasets/ACDC/gt_trainval_ref/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000255_gt_ref_labelColor.png,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000255_gt_labelTrainIds.png,fog,0,0.0,0.0,/home/rvl1421/Datasets/ACDC/gt_trainval/gt/fog/train/GOPR0477/GOPR0477_frame_000255_gt_invIds.png
