image_path,ref_mask_path,gt_path,feature_path,lat,lon
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000006_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000006_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000006_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000006_000019_leftImg8bit_foggy_beta_0.005.pt,50.779302094514215,6.093661116901437
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000006_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000006_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000006_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000006_000019_leftImg8bit_foggy_beta_0.01.pt,50.779302094514215,6.093661116901437
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000006_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000006_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000006_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000006_000019_leftImg8bit_foggy_beta_0.02.pt,50.779302094514215,6.093661116901437
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000007_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000007_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000007_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000007_000019_leftImg8bit_foggy_beta_0.005.pt,50.781210150952965,6.093064157757294
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000007_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000007_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000007_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000007_000019_leftImg8bit_foggy_beta_0.01.pt,50.781210150952965,6.093064157757294
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000007_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000007_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000007_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000007_000019_leftImg8bit_foggy_beta_0.02.pt,50.781210150952965,6.093064157757294
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000008_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000008_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000008_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000008_000019_leftImg8bit_foggy_beta_0.005.pt,50.780343210707564,6.092047432902157
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000008_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000008_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000008_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000008_000019_leftImg8bit_foggy_beta_0.01.pt,50.780343210707564,6.092047432902157
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000008_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000008_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000008_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000008_000019_leftImg8bit_foggy_beta_0.02.pt,50.780343210707564,6.092047432902157
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000009_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000009_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000009_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000009_000019_leftImg8bit_foggy_beta_0.005.pt,50.78000483327641,6.091846099587911
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000009_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000009_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000009_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000009_000019_leftImg8bit_foggy_beta_0.01.pt,50.78000483327641,6.091846099587911
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000009_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000009_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000009_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000009_000019_leftImg8bit_foggy_beta_0.02.pt,50.78000483327641,6.091846099587911
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000010_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000010_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000010_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000010_000019_leftImg8bit_foggy_beta_0.005.pt,50.77855233327521,6.093869658652411
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000010_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000010_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000010_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000010_000019_leftImg8bit_foggy_beta_0.01.pt,50.77855233327521,6.093869658652411
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000010_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000010_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000010_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000010_000019_leftImg8bit_foggy_beta_0.02.pt,50.77855233327521,6.093869658652411
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000011_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000011_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000011_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000011_000019_leftImg8bit_foggy_beta_0.005.pt,50.77788094283088,6.092401903587446
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000011_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000011_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000011_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000011_000019_leftImg8bit_foggy_beta_0.01.pt,50.77788094283088,6.092401903587446
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000011_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000011_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000011_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000011_000019_leftImg8bit_foggy_beta_0.02.pt,50.77788094283088,6.092401903587446
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000012_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000012_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000012_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000012_000019_leftImg8bit_foggy_beta_0.005.pt,50.77744097673323,6.091144953387313
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000012_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000012_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000012_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000012_000019_leftImg8bit_foggy_beta_0.01.pt,50.77744097673323,6.091144953387313
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000012_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000012_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000012_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000012_000019_leftImg8bit_foggy_beta_0.02.pt,50.77744097673323,6.091144953387313
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000013_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000013_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000013_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000013_000019_leftImg8bit_foggy_beta_0.005.pt,50.77602460273472,6.090585796626509
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000013_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000013_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000013_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000013_000019_leftImg8bit_foggy_beta_0.01.pt,50.77602460273472,6.090585796626509
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000013_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000013_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000013_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000013_000019_leftImg8bit_foggy_beta_0.02.pt,50.77602460273472,6.090585796626509
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000014_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000014_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000014_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000014_000019_leftImg8bit_foggy_beta_0.005.pt,50.7764162890701,6.089963859410915
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000014_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000014_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000014_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000014_000019_leftImg8bit_foggy_beta_0.01.pt,50.7764162890701,6.089963859410915
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000014_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000014_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000014_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000014_000019_leftImg8bit_foggy_beta_0.02.pt,50.7764162890701,6.089963859410915
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000015_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000015_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000015_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000015_000019_leftImg8bit_foggy_beta_0.005.pt,50.77623767071343,6.089308059306508
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000015_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000015_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000015_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000015_000019_leftImg8bit_foggy_beta_0.01.pt,50.77623767071343,6.089308059306508
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000015_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000015_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000015_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000015_000019_leftImg8bit_foggy_beta_0.02.pt,50.77623767071343,6.089308059306508
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000016_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000016_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000016_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000016_000019_leftImg8bit_foggy_beta_0.005.pt,50.77523846403593,6.088182202072044
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000016_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000016_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000016_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000016_000019_leftImg8bit_foggy_beta_0.01.pt,50.77523846403593,6.088182202072044
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000016_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000016_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000016_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000016_000019_leftImg8bit_foggy_beta_0.02.pt,50.77523846403593,6.088182202072044
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000017_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000017_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000017_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000017_000019_leftImg8bit_foggy_beta_0.005.pt,50.77482238636233,6.087846339211827
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000017_000019_leftImg8bit_foggy_beta_0.01.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000017_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000017_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000017_000019_leftImg8bit_foggy_beta_0.01.pt,50.77482238636233,6.087846339211827
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000017_000019_leftImg8bit_foggy_beta_0.02.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000017_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000017_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000017_000019_leftImg8bit_foggy_beta_0.02.pt,50.77482238636233,6.087846339211827
${DATASET_ROOT}/Cityscapes_foggy/leftImg8bit_foggy/train/aachen/aachen_000018_000019_leftImg8bit_foggy_beta_0.005.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000018_000019_gtFine_color.png,${DATASET_ROOT}/Cityscapes/GT/gtFine/train/aachen/aachen_000018_000019_gtFine_labelTrainIds.png,${REPO_ROOT}/Datasets/features_train_all/aachen_000018_000019_leftImg8bit_foggy_beta_0.005.pt,50.77481903360106,6.087148294315403
